Date,"1A, 0.90","1A, 0.95","1A, 0.97","2A, 0.90","2A, 0.95","2A, 0.97","3A, 0.90","3A, 0.95","3A, 0.97","3B, 0.90","3B, 0.95","3B, 0.97","4A, 0.90","4A, 0.95","4A, 0.97","4B, 0.90","4B, 0.95","4B, 0.97","5A, 0.90","5A, 0.95","5A, 0.97","5B, 0.90","5B, 0.95","5B, 0.97","6A, 0.90","6A, 0.95","6A, 0.97","6B, 0.90","6B, 0.95","6B, 0.97","6C, 0.90","6C, 0.95","6C, 0.97","7A, 0.90","7A, 0.95","7A, 0.97"
2025-01-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2025-02-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2025-03-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2025-04-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2025-05-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2025-06-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2025-07-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2025-08-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2025-09-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2025-10-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2025-11-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2025-12-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2026-01-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2026-02-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2026-03-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2026-04-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2026-05-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2026-06-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2026-07-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2026-08-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2026-09-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2026-10-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2026-11-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2026-12-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2027-01-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2027-02-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2027-03-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2027-04-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2027-05-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2027-06-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2027-07-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2027-08-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2027-09-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2027-10-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2027-11-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2027-12-01,17.8,14.01,12.55,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2028-01-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2028-02-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2028-03-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2028-04-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2028-05-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2028-06-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2028-07-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2028-08-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2028-09-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2028-10-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2028-11-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2028-12-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2029-01-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2029-02-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2029-03-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2029-04-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2029-05-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2029-06-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2029-07-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2029-08-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2029-09-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2029-10-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2029-11-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2029-12-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2030-01-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2030-02-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2030-03-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2030-04-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2030-05-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2030-06-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2030-07-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2030-08-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2030-09-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2030-10-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2030-11-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2030-12-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2031-01-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2031-02-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2031-03-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
2031-04-01,20.19,16.18,14.64,19.93,14.97,13.36,14.59,12.94,12.73,14.46,12.45,11.93,14.59,12.58,12.11,13.89,11.85,11.52,20.009,15.833,14.31,17.74,15.298,13.969,18.545,14.865,13.595,17.49,14.105,12.87,16.01810526,12.89105263,11.80368421,15.434,13.91,13.413
